full_date,year,month,day,covid_cases,subway_ridership,percent_subway_ridership,mnr_ridership,percent_mnr_ridership,bridge_tunnel_usage,percent_bridge_tunnel_usage,citibike_usage,percent_citibike_usage
2020-08-12,2020,8,12,320,1302087,24.8,46800,17.0,800865,84.6,1375,79.4797687861272
2020-08-11,2020,8,11,263,1322978,25.7,46700,17.0,821976,90.7,1379,102.527881040892
2020-08-10,2020,8,10,312,1278263,25.4,46800,17.0,826001,87.3,1294,88.8126286890872
2020-08-09,2020,8,9,133,663642,26.8,32200,31.0,744618,81.4,1558,92.6829268292683
2020-08-08,2020,8,8,160,834093,27.6,43600,29.0,730739,74.7,1762,102.382335851249
2020-08-07,2020,8,7,255,1286635,24.9,42400,16.0,844097,82.5,991,82.8595317725753
2020-08-06,2020,8,6,288,1337819,24.6,38800,14.0,847497,84.7,1389,79.4168096054889
2020-08-05,2020,8,5,298,1351026,25.7,36900,14.0,847330,92.5,1449,83.7088388214905
2020-08-04,2020,8,4,187,1028686,19.2,31100,11.0,577415,61.8,850,71.0108604845447
2020-08-03,2020,8,3,348,1275951,24.8,45900,17.0,818732,87.0,1255,85.8413132694939
2020-07-31,2020,7,31,262,1260968,24.1,50900,18.0,859774,84.3,1260,86.1244019138756
2020-07-30,2020,7,30,274,1272918,23.3,48600,17.0,820275,81.2,1190,71.3001797483523
2020-07-29,2020,7,29,287,1298880,24.2,48500,17.0,816959,86.5,1312,81.6428126944617
2020-07-28,2020,7,28,313,1244405,23.0,45800,16.0,782226,82.5,1284,107.0
2020-07-27,2020,7,27,312,1206129,23.4,45700,16.0,793225,84.1,1162,86.8460388639761
2020-07-26,2020,7,26,140,607452,24.9,32300,30.0,697533,73.3,1311,77.8041543026706
2020-07-25,2020,7,25,153,817403,26.8,47600,31.0,769898,78.2,1680,95.4545454545455
2020-07-24,2020,7,24,298,1220649,23.0,49000,17.0,826030,79.6,1183,69.4656488549618
2020-07-23,2020,7,23,308,1236427,22.2,47000,17.0,791577,78.1,1147,84.900074019245
2020-07-22,2020,7,22,329,1236384,22.1,46700,17.0,784013,80.1,805,67.703952901598
2020-07-21,2020,7,21,340,1244544,23.6,48000,17.0,792955,86.7,1314,137.017726798749
2020-07-20,2020,7,20,401,1159163,22.9,46800,17.0,770607,84.4,1069,113.361611876988
2020-07-19,2020,7,19,176,585498,26.9,29900,28.0,696110,79.7,1263,75.9470835838845
2020-07-18,2020,7,18,216,779722,29.5,45500,29.0,747445,80.8,1541,124.074074074074
2020-07-17,2020,7,17,413,1209692,23.2,47400,17.0,819471,79.7,1300,90.3405142460042
2020-07-16,2020,7,16,411,1251884,23.1,47400,17.0,819850,83.8,1500,86.2068965517241
2020-07-15,2020,7,15,440,1251164,22.8,46900,17.0,803399,84.8,1387,87.7848101265823
2020-07-14,2020,7,14,402,1243749,22.4,46200,16.0,794838,83.1,1360,109.149277688604
2020-07-12,2020,7,12,223,628918,25.8,31800,30.0,703590,74.1,1657,98.221695317131
2020-07-10,2020,7,10,306,1032749,19.1,39700,14.0,712635,70.0,466,27.8541542139868
2020-07-09,2020,7,9,391,1213851,22.1,45500,16.0,818034,84.3,1415,86.8631062001228
2020-07-07,2020,7,7,461,1159588,21.2,44100,16.0,749833,79.0,1211,109.990917347866
2020-07-06,2020,7,6,431,1087178,21.2,44300,16.0,750584,81.2,850,93.9226519337017
2020-07-04,2020,7,4,120,592295,22.8,41800,27.0,569212,71.7,1449,113.203125
2020-06-30,2020,6,30,441,1115510,20.9,40900,14.0,758785,80.1,1146,87.0820668693009
2020-06-29,2020,6,29,437,1103086,21.2,42600,14.0,767165,80.1,1207,99.0968801313629
2020-06-28,2020,6,28,201,536488,17.7,26200,24.0,623131,66.8,1392,85.451197053407
2020-06-27,2020,6,27,206,616084,19.3,34800,22.0,630731,65.2,1366,90.4635761589404
2020-06-26,2020,6,26,317,1104497,20.2,41500,14.0,830887,79.5,1430,95.7803081044876
2020-06-25,2020,6,25,298,1081006,19.1,38200,13.0,781618,74.8,1217,92.9717341482047
2020-06-24,2020,6,24,381,1070527,18.5,38000,13.0,752750,74.1,1206,79.8675496688742
2020-06-23,2020,6,23,381,1053005,19.0,37600,13.0,744822,77.9,1298,102.852614896989
2020-06-22,2020,6,22,402,1002073,18.5,38400,13.0,733291,74.8,1115,80.6801736613603
2020-06-21,2020,6,21,172,449497,17.1,27600,25.0,654914,67.6,1633,138.155668358714
2020-06-20,2020,6,20,203,576097,17.4,36000,23.0,666226,66.4,1640,136.894824707846
2020-06-19,2020,6,19,361,988680,17.8,38800,13.0,797519,77.7,1306,105.322580645161
2020-06-18,2020,6,18,378,944318,16.6,35800,12.0,729487,73.0,1104,142.451612903226
2020-06-17,2020,6,17,356,950318,16.6,36300,12.0,709680,73.2,1223,82.4123989218329
2020-06-16,2020,6,16,419,934545,16.7,34100,12.0,695359,74.7,1144,112.820512820513
2020-06-15,2020,6,15,380,898925,16.5,34500,12.0,674785,71.0,1086,91.3372582001682
2020-06-14,2020,6,14,180,430446,18.5,22700,21.0,563725,60.5,1527,99.6086105675147
2020-06-13,2020,6,13,196,545333,17.0,32400,20.0,631065,62.5,1825,212.456344586729
2020-06-12,2020,6,12,409,898314,15.7,33700,11.0,765492,73.5,1259,80.089058524173
2020-06-10,2020,6,10,363,858782,14.6,30800,10.0,680270,69.4,1151,133.837209302326
2020-06-09,2020,6,9,419,843968,14.7,29500,10.0,680462,70.9,1153,86.044776119403
2020-06-08,2020,6,8,447,806138,15.3,30500,10.0,644830,73.5,1140,93.6729663105998
2020-06-07,2020,6,7,197,378085,14.6,18500,17.0,538419,60.4,1816,116.934964584675
2020-06-06,2020,6,6,247,464207,14.2,23600,15.0,551793,57.0,1678,114.539249146758
2020-06-03,2020,6,3,515,683037,11.9,23500,8.0,582624,60.3,710,51.6739446870451
2020-06-01,2020,6,1,686,688520,12.4,24500,8.0,595060,62.2,10,142.857142857143
2020-05-31,2020,5,31,230,344428,13.6,14700,14.0,495488,55.3,1624,116.165951359084
2020-05-30,2020,5,30,346,426755,13.5,20300,13.0,537180,55.6,1699,193.068181818182
2020-05-29,2020,5,29,639,658353,11.4,21200,7.0,598608,57.0,763,76.2237762237762
2020-05-28,2020,5,28,646,659248,11.5,20400,7.0,584629,59.9,695,60.3298611111111
2020-05-27,2020,5,27,741,675705,11.9,21000,7.0,601140,63.4,1005,85.4591836734694
2020-05-26,2020,5,26,1050,657939,12.1,21800,8.0,587270,63.4,986,119.370460048426
2020-05-25,2020,5,25,464,394359,15.1,19000,7.0,445015,56.5,1279,135.343915343915
2020-05-24,2020,5,24,467,320376,12.6,14100,14.0,461171,52.6,1496,109.117432530999
2020-05-23,2020,5,23,455,336250,11.2,14000,9.0,394091,43.6,422,42.2845691382766
2020-05-22,2020,5,22,1036,634929,11.7,19900,7.0,626984,59.6,770,50.8922670191672
2020-05-21,2020,5,21,1069,630367,11.1,19200,7.0,585553,57.8,762,52.6243093922652
2020-05-20,2020,5,20,1077,624793,10.6,18500,6.0,542409,54.7,770,52.2033898305085
2020-05-19,2020,5,19,1003,611951,10.4,18700,7.0,524483,54.1,624,50.2820306204674
2020-05-18,2020,5,18,895,596505,10.7,19200,7.0,505315,52.3,563,44.4707740916272
2020-05-17,2020,5,17,360,287755,11.0,3300,3.0,391606,41.3,1278,91.7444364680546
2020-05-16,2020,5,16,485,361329,10.6,18400,12.0,477098,47.9,1544,102.864756828781
2020-05-15,2020,5,15,873,588784,10.3,45300,16.0,562991,53.4,822,55.5405405405405
2020-05-14,2020,5,14,1110,568315,9.6,16400,6.0,520395,51.0,560,60.475161987041
2020-05-13,2020,5,13,1333,566333,9.6,17200,6.0,509243,52.1,585,110.795454545455
2020-05-12,2020,5,12,1285,554286,9.6,16700,6.0,488406,52.1,437,216.336633663366
2020-05-11,2020,5,11,1232,521702,9.6,16700,6.0,458042,50.6,305,26.1802575107296
2020-05-10,2020,5,10,457,272353,13.1,9200,9.0,415868,48.8,794,56.6333808844508
2020-05-09,2020,5,9,657,317372,9.9,11100,7.0,371426,37.4,371,27.7902621722846
2020-05-08,2020,5,8,1079,526865,9.3,15200,5.0,483831,47.4,200,13.3600534402138
2020-05-07,2020,5,7,1238,536003,9.1,16200,6.0,488836,49.5,657,44.0939597315436
2020-05-06,2020,5,6,1397,509646,8.7,14700,5.0,444179,46.2,207,14.9891383055757
2020-05-05,2020,5,5,1512,522979,9.0,15500,5.0,462086,49.4,504,164.705882352941
2020-05-04,2020,5,4,1550,512763,9.1,15800,6.0,447424,48.2,468,43.0147058823529
2020-05-03,2020,5,3,787,259199,11.1,7600,7.0,353314,44.3,1260,101.123595505618
2020-04-30,2020,4,30,2022,466633,7.9,14400,5.0,405169,41.2,133,10.4724409448819
2020-04-29,2020,4,29,2340,478589,8.2,14800,5.0,410502,43.1,265,20.703125
2020-04-28,2020,4,28,2726,490073,8.5,15400,5.0,436347,47.0,557,81.6715542521994
2020-04-27,2020,4,27,2290,463700,8.3,15000,5.0,384124,42.4,208,21.6666666666667
2020-04-26,2020,4,26,1003,219096,9.1,5400,5.0,231541,27.6,135,16.304347826087
2020-04-25,2020,4,25,1595,295836,9.1,9100,6.0,350300,38.0,733,59.6419853539463
2020-04-24,2020,4,24,2535,444644,8.8,13200,5.0,386935,42.9,155,9.86005089058524
2020-04-23,2020,4,23,2841,454300,8.3,13800,5.0,386938,41.1,230,15.7103825136612
2020-04-22,2020,4,22,3446,459574,8.5,14100,5.0,398703,42.3,290,29.4416243654822
2020-04-21,2020,4,21,3062,422860,7.8,13700,5.0,356099,38.2,209,23.8312428734322
2020-04-20,2020,4,20,3792,438622,8.9,14800,5.0,371776,40.4,289,55.047619047619
2020-04-19,2020,4,19,2343,224751,9.6,6000,6.0,276406,31.4,587,48.5123966942149
2020-04-18,2020,4,18,2172,254792,9.0,7200,5.0,254735,30.2,208,16.403785488959
2020-04-17,2020,4,17,3586,433106,9.1,13500,5.0,378350,39.2,220,17.3364854215918
2020-04-15,2020,4,15,3876,419851,7.0,13800,5.0,340213,35.1,335,34.5717234262126
2020-04-14,2020,4,14,4144,430946,7.3,14100,5.0,356104,37.6,283,28.103277060576
2020-04-13,2020,4,13,3311,363961,6.5,13000,5.0,284609,31.3,96,8.60986547085202
2020-04-12,2020,4,12,2888,198693,8.0,5100,5.0,217871,25.6,471,44.6445497630332
2020-04-10,2020,4,10,4510,400947,7.0,13000,5.0,314100,31.4,238,17.7347242921013
2020-04-09,2020,4,9,5070,405325,7.0,12900,4.0,303481,31.2,189,16.4205039096438
2020-04-08,2020,4,8,5575,428206,7.3,13500,5.0,324882,34.2,358,26.5775798069785
2020-04-06,2020,4,6,6353,446273,8.0,14400,5.0,335769,36.9,444,45.4918032786885
2020-04-05,2020,4,5,3780,227603,9.1,5600,5.0,209152,23.4,482,65.6675749318801
