2019-11-16,717
2019-11-18,800
2019-11-19,1228
2019-11-20,1290
2019-11-21,1293
2019-11-22,1198
2019-11-23,770
2019-11-24,329
2019-11-26,1368
2019-11-27,1174
2019-11-29,566
2019-11-28,370
2019-11-30,553
2019-12-01,3
2019-10-01,1819
2019-10-02,1695
2019-10-03,993
2019-10-04,1650
2019-10-05,1286
2019-10-07,1526
2019-10-06,1117
2019-10-08,1619
2019-10-09,1249
2019-10-10,1736
2019-10-11,1671
2019-10-12,1249
2019-10-14,1497
2019-10-13,1150
2019-10-15,1742
2019-10-16,990
2019-10-17,1421
2019-10-18,1585
2019-10-19,1059
2019-10-21,1608
2019-10-20,533
2019-10-22,1270
2019-10-23,1564
2019-10-24,1654
2019-10-25,1679
2019-10-26,1142
2019-10-27,491
2019-10-28,1574
2019-10-29,1150
2019-10-30,1484
2019-10-31,1048
2019-11-02,1
2019-11-01,1
2019-09-01,1172
2019-09-03,1786
2019-09-02,743
2019-09-04,1896
2019-09-05,1853
2019-09-07,1583
2019-09-06,1243
2019-09-17,1825
2019-09-08,1230
2019-09-11,1916
2019-09-09,1751
2019-09-23,1775
2019-09-10,1740
2019-09-12,1473
2019-09-13,1835
2019-09-30,1660
2019-09-14,1420
2019-09-15,1475
2019-09-16,1694
2019-09-18,1811
2019-09-19,1849
2019-09-20,1806
2019-09-21,1897
2019-09-24,1919
2019-09-22,1349
2019-09-26,1831
2019-09-25,1891
2019-09-27,1925
2019-09-28,1482
2019-09-29,1414
2019-08-01,1820
2019-08-02,1784
2019-08-03,1462
2019-08-04,1197
2019-08-05,1731
2019-08-06,1749
2019-08-19,1569
2019-08-07,1196
2019-08-13,1616
2019-08-08,1721
2019-08-10,1457
2019-08-09,1681
2019-08-11,1345
2019-08-12,1730
2019-08-14,1703
2019-08-24,1483
2019-08-15,1763
2019-08-17,1292
2019-08-16,1816
2019-08-18,1104
2019-08-20,1779
2019-08-21,1620
2019-08-22,1620
2019-08-23,1454
2019-08-25,1361
2019-08-26,1612
2019-08-27,1704
2019-08-28,1589
2019-08-29,1818
2019-08-30,1695
2019-08-31,1225
2019-09-16,1
2019-09-01,14
2019-07-01,1547
2019-07-02,1625
2019-07-03,1594
2019-07-04,1280
2019-07-06,905
2019-07-07,1101
2019-07-05,1131
2019-07-08,1332
2019-07-09,1629
2019-07-10,1673
2019-07-20,943
2019-07-11,1089
2019-07-12,1687
2019-07-13,1370
2019-07-15,1580
2019-07-14,1246
2019-07-24,1703
2019-07-16,1740
2019-07-17,1439
2019-07-18,1242
2019-07-19,1663
2019-07-21,959
2019-07-23,1351
2019-07-22,1189
2019-07-25,1760
2019-07-26,1685
2019-08-01,5
2019-07-28,1200
2019-07-27,1338
2019-07-29,1607
2019-07-30,1669
2019-07-31,1463
2019-08-02,1
2019-06-01,1346
2019-06-02,1109
2019-06-03,1374
2019-06-14,1533
2019-06-04,1590
2019-06-05,1426
2019-06-06,1465
2019-06-07,1553
2019-06-08,1217
2019-06-09,1340
2019-06-12,1572
2019-06-10,860
